Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2018,Apostle,32.234,1107,below_avg,Drama
2018,Magical Girl Lyrical Nanoha: Detonation,32.22,6,Average,Action
2018,Magical Girl Lyrical Nanoha: Detonation,32.22,6,Average,Animation
2018,Magical Girl Lyrical Nanoha: Detonation,32.22,6,Average,Science Fiction
2006,High School Musical,32.204,3952,Average,Comedy
2006,High School Musical,32.204,3952,Average,Drama
2006,High School Musical,32.204,3952,Average,Family
2006,High School Musical,32.204,3952,Average,Music
2006,High School Musical,32.204,3952,Average,Romance
2006,High School Musical,32.204,3952,Average,TV Movie
2003,Tears of the Sun,32.196,1731,Average,War
2003,Tears of the Sun,32.196,1731,Average,Action
2003,Tears of the Sun,32.196,1731,Average,Drama
2003,Atlantis: Milo's Return,32.195,2153,below_avg,Fantasy
2003,Atlantis: Milo's Return,32.195,2153,below_avg,Animation
2003,Atlantis: Milo's Return,32.195,2153,below_avg,Science Fiction
2003,Atlantis: Milo's Return,32.195,2153,below_avg,Family
2003,Atlantis: Milo's Return,32.195,2153,below_avg,Action
2015,Killing Jesus,32.191,63,below_avg,Drama
2015,Killing Jesus,32.191,63,below_avg,History
2015,Killing Jesus,32.191,63,below_avg,TV Movie
2016,Wolf Girl and Black Prince,32.188,48,Average,Romance
2009,The Collector,32.177,1107,Average,Horror
2009,The Collector,32.177,1107,Average,Thriller
2016,Nerve,32.167,6068,Average,Mystery
2016,Nerve,32.167,6068,Average,Adventure
2016,Nerve,32.167,6068,Average,Crime
2020,The Comeback Trail,32.162,148,not_popular,Comedy
2020,The Comeback Trail,32.162,148,not_popular,Crime
2015,One Piece: Adventure of Nebulandia,32.154,113,Popular,Action
2015,One Piece: Adventure of Nebulandia,32.154,113,Popular,Animation
2015,One Piece: Adventure of Nebulandia,32.154,113,Popular,Adventure
2015,One Piece: Adventure of Nebulandia,32.154,113,Popular,Comedy
2015,One Piece: Adventure of Nebulandia,32.154,113,Popular,Fantasy
2014,RoboCop,32.15,4604,not_popular,Science Fiction
2014,RoboCop,32.15,4604,not_popular,Action
2012,Bachelorette,32.145,1056,not_popular,Comedy
2012,Bachelorette,32.145,1056,not_popular,Romance
1995,Judge Dredd,32.137,1874,not_popular,Science Fiction
2016,Hard Target 2,32.124,165,below_avg,Action
2016,Hard Target 2,32.124,165,below_avg,Thriller
2017,Dragonheart: Battle for the Heartfire,32.103,169,below_avg,Fantasy
2017,Dragonheart: Battle for the Heartfire,32.103,169,below_avg,Adventure
2005,Memoirs of a Geisha,32.097,2317,Popular,Drama
2005,Memoirs of a Geisha,32.097,2317,Popular,Romance
2005,Memoirs of a Geisha,32.097,2317,Popular,History
2020,Superman: Man of Tomorrow,32.096,323,Popular,Animation
2020,Superman: Man of Tomorrow,32.096,323,Popular,Action
2020,Superman: Man of Tomorrow,32.096,323,Popular,Science Fiction
2020,Promising Young Woman,32.082,1905,Popular,Thriller
2020,Promising Young Woman,32.082,1905,Popular,Crime
2020,Promising Young Woman,32.082,1905,Popular,Drama
1981,Private Lessons,32.076,67,not_popular,Comedy
1981,Private Lessons,32.076,67,not_popular,Romance
2003,Bare Sex,32.074,16,Popular,Romance
2003,Bare Sex,32.074,16,Popular,Drama
2005,Scooby-Doo! in Where's My Mummy?,32.063,295,Popular,Mystery
2005,Scooby-Doo! in Where's My Mummy?,32.063,295,Popular,Animation
2005,Scooby-Doo! in Where's My Mummy?,32.063,295,Popular,Family
2005,Scooby-Doo! in Where's My Mummy?,32.063,295,Popular,Adventure
2005,Scooby-Doo! in Where's My Mummy?,32.063,295,Popular,Comedy
2005,Scooby-Doo! in Where's My Mummy?,32.063,295,Popular,Fantasy
2019,The Hustle,32.035,2007,below_avg,Comedy
2013,Killing Season,32.035,810,not_popular,Action
2013,Killing Season,32.035,810,not_popular,Thriller
2014,Step Up All In,32.027,1710,Average,Romance
2014,Step Up All In,32.027,1710,Average,Drama
2014,Step Up All In,32.027,1710,Average,Music
2010,Justice League: Crisis on Two Earths,32.023,526,Popular,Action
2010,Justice League: Crisis on Two Earths,32.023,526,Popular,Adventure
2010,Justice League: Crisis on Two Earths,32.023,526,Popular,Animation
2010,Justice League: Crisis on Two Earths,32.023,526,Popular,Science Fiction
2014,Song of the Sea,31.997,1083,Popular,Family
2014,Song of the Sea,31.997,1083,Popular,Animation
2014,Song of the Sea,31.997,1083,Popular,Fantasy
2008,In Bruges,31.995,3920,Popular,Comedy
2008,In Bruges,31.995,3920,Popular,Drama
2008,In Bruges,31.995,3920,Popular,Crime
2017,The Mountain Between Us,31.99,1876,Average,Romance
2017,The Mountain Between Us,31.99,1876,Average,Adventure
2017,The Mountain Between Us,31.99,1876,Average,Drama
1992,Universal Soldier,31.98,1238,below_avg,Thriller
1992,Universal Soldier,31.98,1238,below_avg,Action
1992,Universal Soldier,31.98,1238,below_avg,Science Fiction
1992,Universal Soldier,31.98,1238,below_avg,Crime
2004,The Terminal,31.973,6265,Popular,Comedy
2004,The Terminal,31.973,6265,Popular,Drama
1986,Dragon Ball: Curse of the Blood Rubies,31.967,229,Average,Action
1986,Dragon Ball: Curse of the Blood Rubies,31.967,229,Average,Animation
1986,Dragon Ball: Curse of the Blood Rubies,31.967,229,Average,Adventure
1986,Dragon Ball: Curse of the Blood Rubies,31.967,229,Average,Comedy
1986,Dragon Ball: Curse of the Blood Rubies,31.967,229,Average,Fantasy
1986,Dragon Ball: Curse of the Blood Rubies,31.967,229,Average,Science Fiction
2003,Cheaper by the Dozen,31.966,2310,below_avg,Comedy
2003,Cheaper by the Dozen,31.966,2310,below_avg,Family
2013,Vehicle 19,31.944,425,not_popular,Thriller
2013,Vehicle 19,31.944,425,not_popular,Action
2002,City of God,31.944,5643,Popular,Drama
2002,City of God,31.944,5643,Popular,Crime
2019,UglyDolls,31.935,353,Average,Family
2019,UglyDolls,31.935,353,Average,Animation
2019,UglyDolls,31.935,353,Average,Comedy
2019,UglyDolls,31.935,353,Average,Adventure
2019,UglyDolls,31.935,353,Average,Fantasy
2019,UglyDolls,31.935,353,Average,Music
2011,The Descendants,31.926,2237,Average,Comedy
2011,The Descendants,31.926,2237,Average,Drama
1984,Children of the Corn,31.901,727,not_popular,Horror
1984,Children of the Corn,31.901,727,not_popular,Thriller
2008,High School Musical 3: Senior Year,31.89,3044,Average,Comedy
2008,High School Musical 3: Senior Year,31.89,3044,Average,Romance
2008,High School Musical 3: Senior Year,31.89,3044,Average,Drama
2008,High School Musical 3: Senior Year,31.89,3044,Average,Family
2008,High School Musical 3: Senior Year,31.89,3044,Average,Music
2020,Angela's Christmas Wish,31.887,82,below_avg,Animation
2020,Angela's Christmas Wish,31.887,82,below_avg,Family
2016,Sadako vs. Kayako,31.884,156,not_popular,Horror
2008,21,31.866,3793,Average,Drama
2008,21,31.866,3793,Average,Crime
2010,The Book of Eli,31.863,4981,Average,Action
2010,The Book of Eli,31.863,4981,Average,Thriller
2010,The Book of Eli,31.863,4981,Average,Science Fiction
2018,Welcome Home,31.858,253,not_popular,Thriller
2018,Welcome Home,31.858,253,not_popular,Horror
1992,Alien³,31.822,4346,below_avg,Science Fiction
1992,Alien³,31.822,4346,below_avg,Action
1992,Alien³,31.822,4346,below_avg,Horror
2016,Barbie: Spy Squad,31.814,298,Average,Action
2016,Barbie: Spy Squad,31.814,298,Average,Animation
2016,Barbie: Spy Squad,31.814,298,Average,Family
1992,Reservoir Dogs,31.811,11634,Popular,Crime
1992,Reservoir Dogs,31.811,11634,Popular,Thriller
2018,Mamma Mia! Here We Go Again,31.798,2806,Popular,Comedy
2018,Mamma Mia! Here We Go Again,31.798,2806,Popular,Romance
2018,Kickboxer: Retaliation,31.794,220,not_popular,Action
2018,Kickboxer: Retaliation,31.794,220,not_popular,Drama
1973,Fantastic Planet,31.79,643,Popular,Animation
1973,Fantastic Planet,31.79,643,Popular,Science Fiction
2019,Fractured,31.786,1768,Average,Thriller
2004,Megalodon,31.785,45,not_popular,Action
2016,Spectral,31.781,1334,below_avg,Science Fiction
2016,Spectral,31.781,1334,below_avg,Thriller
2016,Spectral,31.781,1334,below_avg,Action
2008,The Strangers,31.773,1862,below_avg,Thriller
2008,The Strangers,31.773,1862,below_avg,Horror
2008,The Strangers,31.773,1862,below_avg,Mystery
2021,The World to Come,31.761,183,Popular,Romance
2021,The World to Come,31.761,183,Popular,Drama
2021,The World to Come,31.761,183,Popular,Western
2011,Hall Pass,31.754,1598,not_popular,Comedy
2011,Hall Pass,31.754,1598,not_popular,Romance
2005,Sin City,31.752,6640,Popular,Thriller
2005,Sin City,31.752,6640,Popular,Action
2005,Sin City,31.752,6640,Popular,Crime
2021,Ama,31.741,44,below_avg,Drama
1997,Con Air,31.714,3198,Average,Action
1997,Con Air,31.714,3198,Average,Thriller
1997,Con Air,31.714,3198,Average,Crime
2018,Christopher Robin,31.701,2241,Popular,Adventure
2018,Christopher Robin,31.701,2241,Popular,Comedy
2018,Christopher Robin,31.701,2241,Popular,Family
2018,Christopher Robin,31.701,2241,Popular,Fantasy
2005,One Piece: Baron Omatsuri and the Secret Island,31.687,145,Average,Action
2005,One Piece: Baron Omatsuri and the Secret Island,31.687,145,Average,Animation
2005,One Piece: Baron Omatsuri and the Secret Island,31.687,145,Average,Comedy
2017,Before I Fall,31.676,3051,Average,Drama
2017,Before I Fall,31.676,3051,Average,Mystery
2017,Before I Fall,31.676,3051,Average,Thriller
2017,Before I Fall,31.676,3051,Average,Fantasy
2005,Lord of War,31.67,3601,Popular,Crime
2005,Lord of War,31.67,3601,Popular,Drama
2005,Lord of War,31.67,3601,Popular,Thriller
2003,Luther,31.66,244,below_avg,Drama
2003,Luther,31.66,244,below_avg,History
1999,The World Is Not Enough,31.657,2254,below_avg,Adventure
1999,The World Is Not Enough,31.657,2254,below_avg,Action
1999,The World Is Not Enough,31.657,2254,below_avg,Thriller
2013,The World's End,31.64,4392,Average,Comedy
2013,The World's End,31.64,4392,Average,Action
2013,The World's End,31.64,4392,Average,Science Fiction
2021,In the Heights,31.632,456,Popular,Drama
2021,In the Heights,31.632,456,Popular,Music
2021,In the Heights,31.632,456,Popular,Romance
1981,Endless Love,31.628,154,not_popular,Romance
1981,Endless Love,31.628,154,not_popular,Drama
2006,Barnyard,31.626,841,not_popular,Animation
2006,Barnyard,31.626,841,not_popular,Comedy
2006,Barnyard,31.626,841,not_popular,Family
2012,Diary of a Wimpy Kid: Dog Days,31.617,730,below_avg,Comedy
2012,Diary of a Wimpy Kid: Dog Days,31.617,730,below_avg,Family
1995,Friday,31.582,1333,Average,Comedy
2018,Assassination Nation,31.56,646,below_avg,Thriller
2018,Assassination Nation,31.56,646,below_avg,Horror
2018,Assassination Nation,31.56,646,below_avg,Comedy
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Mystery
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Animation
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Comedy
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Fantasy
2016,Captain Fantastic,31.548,5310,Popular,Adventure
2016,Captain Fantastic,31.548,5310,Popular,Drama
2002,Ghost Ship,31.542,1843,not_popular,Horror
2002,Ghost Ship,31.542,1843,not_popular,Mystery
2002,Ghost Ship,31.542,1843,not_popular,Thriller
2014,Age of Tomorrow,31.533,53,not_popular,Thriller
2014,Age of Tomorrow,31.533,53,not_popular,Science Fiction
2014,Age of Tomorrow,31.533,53,not_popular,Action
1996,The Rock,31.527,3624,Average,Action
1996,The Rock,31.527,3624,Average,Adventure
1996,The Rock,31.527,3624,Average,Thriller
2018,Mobile Suit Gundam Narrative,31.519,7,Popular,Animation
2018,Mobile Suit Gundam Narrative,31.519,7,Popular,Science Fiction
2018,Mobile Suit Gundam Narrative,31.519,7,Popular,Action
1978,The Lord of the Rings,31.516,637,Average,Adventure
1978,The Lord of the Rings,31.516,637,Average,Animation
1978,The Lord of the Rings,31.516,637,Average,Fantasy
2008,L: change the WorLd,31.491,196,not_popular,Fantasy
2008,L: change the WorLd,31.491,196,not_popular,Action
2008,L: change the WorLd,31.491,196,not_popular,Thriller
2008,L: change the WorLd,31.491,196,not_popular,Science Fiction
2008,L: change the WorLd,31.491,196,not_popular,Mystery
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,Average,Action
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,Average,Animation
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,Average,Adventure
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,Average,Comedy
2011,Batman: Year One,31.454,703,Popular,Action
2011,Batman: Year One,31.454,703,Popular,Animation
2011,Batman: Year One,31.454,703,Popular,Crime
2011,Batman: Year One,31.454,703,Popular,Science Fiction
2019,The Other Side of Heaven 2: Fire of Faith,31.432,7,not_popular,Adventure
2019,The Other Side of Heaven 2: Fire of Faith,31.432,7,not_popular,Drama
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_popular,Comedy
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_popular,Animation
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_popular,Family
2020,The Lost Prince,31.413,277,not_popular,Fantasy
2020,The Lost Prince,31.413,277,not_popular,Adventure
2020,The Lost Prince,31.413,277,not_popular,Comedy
2012,Stolen,31.399,818,not_popular,Action
2012,Stolen,31.399,818,not_popular,Crime
2012,Stolen,31.399,818,not_popular,Thriller
2021,Freaks Out,31.395,372,Popular,Adventure
2021,Freaks Out,31.395,372,Popular,Action
2021,Freaks Out,31.395,372,Popular,Science Fiction
2016,Viking,31.389,120,not_popular,History
2016,Viking,31.389,120,not_popular,Action
2016,Viking,31.389,120,not_popular,Drama
1999,Wishmaster 2: Evil Never Dies,31.383,184,not_popular,Fantasy
1999,Wishmaster 2: Evil Never Dies,31.383,184,not_popular,Horror
2021,Caught by a Wave,31.381,184,Average,Drama
2021,Caught by a Wave,31.381,184,Average,Romance
1978,Death on the Nile,31.381,514,Average,Mystery
2019,Murder Mystery,31.379,3190,below_avg,Comedy
1992,Doraemon: Nobita and the Kingdom of Clouds,31.356,16,Average,Animation
2005,The Island,31.354,4443,Average,Action
2005,The Island,31.354,4443,Average,Thriller
2005,The Island,31.354,4443,Average,Science Fiction
2005,The Island,31.354,4443,Average,Adventure
2004,50 First Dates,31.345,5959,Average,Comedy
2004,50 First Dates,31.345,5959,Average,Romance
1987,The Running Man,31.345,1753,below_avg,Action
1987,The Running Man,31.345,1753,below_avg,Science Fiction
1987,The Running Man,31.345,1753,below_avg,Thriller
2002,Dragonfly,31.34,677,below_avg,Thriller
2002,Dragonfly,31.34,677,below_avg,Fantasy
2014,The Monuments Men,31.339,3030,below_avg,War
2014,The Monuments Men,31.339,3030,below_avg,Drama
2014,The Monuments Men,31.339,3030,below_avg,History
2014,The Monuments Men,31.339,3030,below_avg,Action
2009,The Descent: Part 2,31.335,804,not_popular,Adventure
2009,The Descent: Part 2,31.335,804,not_popular,Horror
2009,The Descent: Part 2,31.335,804,not_popular,Thriller
2014,Birdman or (The Unexpected Virtue of Ignorance),31.334,11108,Popular,Drama
2014,Birdman or (The Unexpected Virtue of Ignorance),31.334,11108,Popular,Comedy
2002,Irreversible,31.332,2041,Popular,Drama
2002,Irreversible,31.332,2041,Popular,Thriller
2002,Irreversible,31.332,2041,Popular,Crime
2002,Irreversible,31.332,2041,Popular,Mystery
2015,Regular Show: The Movie,31.325,257,Popular,Animation
2015,Regular Show: The Movie,31.325,257,Popular,Comedy
2015,Regular Show: The Movie,31.325,257,Popular,Science Fiction
2015,Regular Show: The Movie,31.325,257,Popular,TV Movie
1987,Near Dark,31.325,494,Average,Horror
2021,Megalodon Rising,31.317,78,Average,Action
2021,Megalodon Rising,31.317,78,Average,Science Fiction
2022,Jeepers Creepers: Reborn,31.294,1,not_popular,Horror
2022,Jeepers Creepers: Reborn,31.294,1,not_popular,Thriller
2021,A Writer's Odyssey,31.294,130,Popular,Drama
2021,A Writer's Odyssey,31.294,130,Popular,Action
2021,A Writer's Odyssey,31.294,130,Popular,Fantasy
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,Popular,Animation
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,Popular,Science Fiction
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,Popular,Action
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,Popular,Drama
1978,Drunken Master,31.286,669,Popular,Action
1978,Drunken Master,31.286,669,Popular,Comedy
1998,Dark City,31.277,2126,Popular,Mystery
1998,Dark City,31.277,2126,Popular,Science Fiction
2016,The Handmaiden,31.27,2592,Popular,Thriller
2016,The Handmaiden,31.27,2592,Popular,Drama
2016,The Handmaiden,31.27,2592,Popular,Romance
2015,Daddy's Home,31.258,2594,below_avg,Comedy
1993,Hard Target,31.247,826,below_avg,Action
2011,Red Riding Hood,31.243,2717,below_avg,Fantasy
2011,Red Riding Hood,31.243,2717,below_avg,Thriller
2011,Red Riding Hood,31.243,2717,below_avg,Horror
2018,The Favourite,31.201,4306,Popular,Drama
2018,The Favourite,31.201,4306,Popular,Comedy
2017,CHiPS,31.198,1035,below_avg,Action
2017,CHiPS,31.198,1035,below_avg,Comedy
2017,CHiPS,31.198,1035,below_avg,Crime
2017,Camp Cool Kids,31.193,28,not_popular,Family
1994,New Nightmare,31.19,1018,below_avg,Horror
1994,New Nightmare,31.19,1018,below_avg,Mystery
1994,New Nightmare,31.19,1018,below_avg,Fantasy
1999,Wild Wild West,31.173,2735,not_popular,Action
1999,Wild Wild West,31.173,2735,not_popular,Adventure
1999,Wild Wild West,31.173,2735,not_popular,Comedy
1999,Wild Wild West,31.173,2735,not_popular,Science Fiction
1999,Wild Wild West,31.173,2735,not_popular,Western
2015,In the Heart of the Sea,31.169,3367,Average,Thriller
2015,In the Heart of the Sea,31.169,3367,Average,Drama
2015,In the Heart of the Sea,31.169,3367,Average,Adventure
2015,In the Heart of the Sea,31.169,3367,Average,Action
2015,In the Heart of the Sea,31.169,3367,Average,History
2008,Slumdog Millionaire,31.142,8839,Popular,Drama
2008,Slumdog Millionaire,31.142,8839,Popular,Romance
2021,The Woman in the Window,31.137,1416,below_avg,Drama
2021,The Woman in the Window,31.137,1416,below_avg,Crime
2021,The Woman in the Window,31.137,1416,below_avg,Mystery
2021,The Woman in the Window,31.137,1416,below_avg,Thriller
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,Popular,Animation
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,Popular,Science Fiction
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,Popular,Action
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,Popular,Drama
1985,Commando,31.122,2104,Average,Action
1985,Commando,31.122,2104,Average,Adventure
1985,Commando,31.122,2104,Average,Thriller
1995,Joseph,31.119,120,Popular,Drama
1995,Joseph,31.119,120,Popular,History
2022,The Last Mark,31.118,1,not_popular,Action
2022,The Last Mark,31.118,1,not_popular,Thriller
2006,Open Season,31.114,2159,below_avg,Animation
2006,Open Season,31.114,2159,below_avg,Family
2006,Open Season,31.114,2159,below_avg,Adventure
2006,Open Season,31.114,2159,below_avg,Comedy
2009,Barbie Presents: Thumbelina,31.111,371,Average,Animation
2009,Barbie Presents: Thumbelina,31.111,371,Average,Family
2000,Snatch,31.103,7192,Popular,Crime
2000,Snatch,31.103,7192,Popular,Comedy
1993,Groundhog Day,31.102,6219,Popular,Romance
1993,Groundhog Day,31.102,6219,Popular,Fantasy
1993,Groundhog Day,31.102,6219,Popular,Drama
1993,Groundhog Day,31.102,6219,Popular,Comedy
2020,The Lego Star Wars Holiday Special,31.097,226,Average,Animation
2020,The Lego Star Wars Holiday Special,31.097,226,Average,Family
2020,The Lego Star Wars Holiday Special,31.097,226,Average,Adventure
2020,The Lego Star Wars Holiday Special,31.097,226,Average,Comedy
2020,The Lego Star Wars Holiday Special,31.097,226,Average,Science Fiction
2004,National Treasure,31.091,5146,Average,Adventure
2004,National Treasure,31.091,5146,Average,Action
2004,National Treasure,31.091,5146,Average,Thriller
2004,National Treasure,31.091,5146,Average,Mystery
2007,American Gangster,31.088,4260,Popular,Drama
2007,American Gangster,31.088,4260,Popular,Crime
2012,Fucking Different XXX,31.085,8,below_avg,Drama
2015,Momentum,31.084,436,not_popular,Action
2015,Momentum,31.084,436,not_popular,Crime
2015,Momentum,31.084,436,not_popular,Thriller
2021,Jurassic World: Dominion - Prologue,31.071,1,not_popular,Science Fiction
2021,Jurassic World: Dominion - Prologue,31.071,1,not_popular,Action
2012,Man on a Ledge,31.06,2125,below_avg,Action
2012,Man on a Ledge,31.06,2125,below_avg,Thriller
2012,Man on a Ledge,31.06,2125,below_avg,Crime
2015,The Man with the Iron Fists 2,31.045,196,not_popular,Action
2017,Bring It On: Worldwide #Cheersmack,31.042,193,below_avg,Comedy
2017,Bring It On: Worldwide #Cheersmack,31.042,193,below_avg,Romance
2001,Talk Sex,31.039,11,not_popular,Romance
2001,Talk Sex,31.039,11,not_popular,Drama
2014,Brick Mansions,31.038,1281,not_popular,Action
2014,Brick Mansions,31.038,1281,not_popular,Crime
2014,Brick Mansions,31.038,1281,not_popular,Drama
2007,The Legend of the Nahuala,31.021,127,Popular,Animation
2007,The Legend of the Nahuala,31.021,127,Popular,Family
2007,The Legend of the Nahuala,31.021,127,Popular,Fantasy
1986,Stand by Me,31.006,4477,Popular,Crime
1986,Stand by Me,31.006,4477,Popular,Drama
2010,Valentine's Day,31.0,2645,not_popular,Comedy
2010,Valentine's Day,31.0,2645,not_popular,Romance
2010,You Again,30.979,1062,below_avg,Comedy
2010,You Again,30.979,1062,below_avg,Romance
2013,Witching & Bitching,30.976,520,below_avg,Comedy
2013,Witching & Bitching,30.976,520,below_avg,Horror
2012,Silent Hill: Revelation 3D,30.962,1267,not_popular,Thriller
2012,Silent Hill: Revelation 3D,30.962,1267,not_popular,Horror
2012,Silent Hill: Revelation 3D,30.962,1267,not_popular,Mystery
1993,Hocus Pocus,30.962,2082,Average,Comedy
1993,Hocus Pocus,30.962,2082,Average,Family
1993,Hocus Pocus,30.962,2082,Average,Fantasy
2020,2067,30.958,589,not_popular,Science Fiction
2020,2067,30.958,589,not_popular,Thriller
2015,The Little Prince,30.957,2328,Popular,Adventure
2015,The Little Prince,30.957,2328,Popular,Animation
2015,The Little Prince,30.957,2328,Popular,Fantasy
2015,The Little Prince,30.957,2328,Popular,Family
1961,West Side Story,30.947,1439,Popular,Crime
1961,West Side Story,30.947,1439,Popular,Drama
1961,West Side Story,30.947,1439,Popular,Romance
2016,Mike and Dave Need Wedding Dates,30.946,2145,below_avg,Comedy
2016,Patriots Day,30.913,2129,Average,Action
2016,Patriots Day,30.913,2129,Average,Crime
2016,Patriots Day,30.913,2129,Average,Drama
2016,Patriots Day,30.913,2129,Average,History
2016,Patriots Day,30.913,2129,Average,Thriller
2016,The Black Devil and the White Prince,30.911,66,Popular,Comedy
2016,The Black Devil and the White Prince,30.911,66,Popular,Romance
2018,Leprechaun Returns,30.909,239,below_avg,Horror
2018,Leprechaun Returns,30.909,239,below_avg,Fantasy
2018,Leprechaun Returns,30.909,239,below_avg,Comedy
1982,Tron,30.906,1707,Average,Science Fiction
1982,Tron,30.906,1707,Average,Action
1982,Tron,30.906,1707,Average,Adventure
2018,The Debt Collector,30.905,145,not_popular,Action
1993,Tombstone,30.903,1512,Popular,Western
1993,Tombstone,30.903,1512,Popular,Action
2004,EuroTrip,30.903,1940,below_avg,Comedy
2017,Jungle,30.886,1513,below_avg,Adventure
2017,Jungle,30.886,1513,below_avg,Drama
2017,Jungle,30.886,1513,below_avg,Thriller
2013,Barbie Mariposa & the Fairy Princess,30.879,234,Average,Animation
2013,Barbie Mariposa & the Fairy Princess,30.879,234,Average,Family
2013,Barbie Mariposa & the Fairy Princess,30.879,234,Average,Fantasy
2019,El Camino: A Breaking Bad Movie,30.872,3670,Average,Crime
2019,El Camino: A Breaking Bad Movie,30.872,3670,Average,Drama
2019,El Camino: A Breaking Bad Movie,30.872,3670,Average,Thriller
2019,El Camino: A Breaking Bad Movie,30.872,3670,Average,Action
2000,Big Momma's House,30.867,1849,not_popular,Crime
2000,Big Momma's House,30.867,1849,not_popular,Comedy
2016,Ride Along 2,30.86,1382,below_avg,Action
2016,Ride Along 2,30.86,1382,below_avg,Comedy
2018,The Quake,30.855,514,Average,Action
2018,The Quake,30.855,514,Average,Thriller
2014,Planes: Fire & Rescue,30.848,657,below_avg,Animation
2014,Planes: Fire & Rescue,30.848,657,below_avg,Comedy
2014,Planes: Fire & Rescue,30.848,657,below_avg,Adventure
2014,Planes: Fire & Rescue,30.848,657,below_avg,Family
2007,Ben 10: Secret of the Omnitrix,30.838,155,Popular,Animation
2007,Ben 10: Secret of the Omnitrix,30.838,155,Popular,Science Fiction
2007,Ben 10: Secret of the Omnitrix,30.838,155,Popular,Family
1987,Evil Dead II,30.826,2232,Popular,Horror
1987,Evil Dead II,30.826,2232,Popular,Comedy
1987,Evil Dead II,30.826,2232,Popular,Fantasy
2015,X-Rated: The Greatest Adult Movies of All Time,30.813,117,not_popular,Documentary
2015,Ip Man 3,30.811,1290,Average,Action
2015,Ip Man 3,30.811,1290,Average,Drama
2015,Ip Man 3,30.811,1290,Average,History
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,Popular,Animation
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,Popular,Action
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,Popular,Science Fiction
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,Popular,Fantasy
1998,The Mask of Zorro,30.785,3263,below_avg,Action
1998,The Mask of Zorro,30.785,3263,below_avg,Adventure
2021,Row 19,30.781,4,not_popular,Horror
2013,General Cemetery,30.781,36,Average,Horror
2016,Wildflower,30.773,24,not_popular,Thriller
2016,Wildflower,30.773,24,not_popular,Drama
2021,Dancing Queens,30.762,69,not_popular,Comedy
2021,Dancing Queens,30.762,69,not_popular,Drama
2014,Harmonie,30.753,19,Average,Animation
2014,Harmonie,30.753,19,Average,Drama
2015,Do You Believe?,30.747,106,Average,Fantasy
2015,Do You Believe?,30.747,106,Average,Drama
1968,Planet of the Apes,30.747,2593,Popular,Science Fiction
1968,Planet of the Apes,30.747,2593,Popular,Adventure
1968,Planet of the Apes,30.747,2593,Popular,Drama
1968,Planet of the Apes,30.747,2593,Popular,Action
2011,Mars Needs Moms,30.73,529,below_avg,Adventure
2011,Mars Needs Moms,30.73,529,below_avg,Animation
2011,Mars Needs Moms,30.73,529,below_avg,Family
2016,Monster Trucks,30.727,682,below_avg,Action
2016,Monster Trucks,30.727,682,below_avg,Comedy
2016,Monster Trucks,30.727,682,below_avg,Science Fiction
2010,Avatar: Creating the World of Pandora,30.721,15,Average,Documentary
2009,Moon,30.718,4605,Popular,Science Fiction
2009,Moon,30.718,4605,Popular,Drama
2021,Justin Bieber: Our World,30.71,16,Popular,Music
2021,Justin Bieber: Our World,30.71,16,Popular,Documentary
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Adventure
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Drama
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Action
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,History
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,War
2002,Jackass: The Movie,30.705,1154,below_avg,Comedy
2002,Jackass: The Movie,30.705,1154,below_avg,Action
2002,Jackass: The Movie,30.705,1154,below_avg,Documentary
2019,What Men Want,30.703,1103,below_avg,Comedy
2019,What Men Want,30.703,1103,below_avg,Romance
